#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resource Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: http://www.wcc.nrcs.usda.gov/report_generator/report_generator_landing.htm
# 
# Support Contact: nrcsprod@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 366: Brighton, UT
# 
# Data items provided in this file:
#
# Element Name                Value Type                Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value                     None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Water Equivalent       Median (1981-2010)        None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Water Equivalent       % of median (1981-2010)   None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth                  Value                     None           Instantaneous - Start of Day  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# Precipitation Accumulation  Value                     None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Precipitation Accumulation  Average (1981-2010)       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Precipitation Accumulation  % of average (1981-2010)  None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value                     None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value                     None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value                     None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Brighton (366) 
# Utah  SNOTEL Site - 8766 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Oct 22, 2018 8:11:38 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Median Snow Water Equivalent (1981-2010) (in) Start of Day Values,Snow Water Equivalent % of Median (1981-2010),Snow Depth (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Average Precipitation Accumulation (1981-2010) (in) Start of Day Values,Precipitation Accumulation % of Average (1981-2010),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF)
1993-11-14,1.2,2.3,52,,4.5,5.2,87,,,
1993-11-15,1.2,2.4,50,,4.5,5.4,83,,,
1993-11-16,1.2,2.5,48,,4.5,5.4,83,,,
1993-11-17,1.2,2.7,44,,4.5,5.5,82,,,
1993-11-18,1.2,2.8,43,,4.7,5.7,82,,,
1993-11-19,1.7,2.9,59,,5.0,5.9,85,,,
1993-11-20,1.7,3.0,57,,5.1,5.9,86,,,
1993-11-21,1.8,3.2,56,,5.1,6.1,84,,,
1993-11-22,1.8,3.3,55,,5.2,6.2,84,,,
1993-11-23,3.0,3.4,88,,6.4,6.4,100,,,
1993-11-24,3.4,3.5,97,,6.6,6.6,100,,,
1993-11-25,3.6,3.6,100,,7.1,6.7,106,,,
1993-11-26,3.6,3.7,97,,7.1,6.9,103,,,
1993-11-27,3.6,3.9,92,,7.2,7.1,101,,,
1993-11-28,3.6,4.0,90,,7.2,7.3,99,,,
1993-11-29,3.7,4.1,90,,7.2,7.4,97,,,
1993-11-30,3.7,4.3,86,,7.2,7.6,95,,,
1993-12-01,3.7,4.5,82,,7.3,7.6,96,,,
1993-12-02,3.8,4.6,83,,7.3,7.8,94,,,
1993-12-03,3.9,4.7,83,,7.4,7.9,94,,,
1993-12-04,4.0,4.8,83,,7.5,8.0,94,,,
1993-12-05,4.2,4.9,86,,7.7,8.2,94,,,
1993-12-06,4.2,5.0,84,,7.7,8.3,93,,,
1993-12-07,4.2,5.0,84,,7.7,8.5,91,,,
1993-12-08,4.2,5.1,82,,7.8,8.7,90,,,
1993-12-09,4.2,5.2,81,,7.8,8.9,88,,,
1993-12-10,4.2,5.2,81,,7.9,9.0,88,,,
1993-12-11,4.2,5.4,78,,7.9,9.1,87,,,
1993-12-12,4.2,5.6,75,,8.0,9.3,86,,,
1993-12-13,5.0,5.8,86,,8.7,9.4,93,,,
1993-12-14,5.0,6.0,83,,8.8,9.7,91,,,
1993-12-15,5.0,6.3,79,,8.8,9.8,90,,,
1993-12-16,5.0,6.5,77,,8.8,9.9,89,,,
1993-12-17,5.0,6.8,74,,8.9,10.0,89,,,
1993-12-18,5.0,7.0,71,,8.9,10.2,87,,,
1993-12-19,5.0,7.1,70,,8.9,10.2,87,,,
1993-12-20,5.0,7.3,68,,8.9,10.4,86,,,
1993-12-21,5.1,7.5,68,,8.9,10.5,85,,,
1993-12-22,5.1,7.6,67,,8.9,10.6,84,,,
1993-12-23,5.1,7.6,67,,9.0,10.8,83,,,
1993-12-24,5.1,7.7,66,,9.0,10.9,83,,,
1993-12-25,5.2,7.8,67,,9.0,11.0,82,,,
1993-12-26,5.3,7.9,67,,9.0,11.2,80,,,
1993-12-27,5.3,8.0,66,,9.0,11.3,80,,,
1993-12-28,5.3,8.1,65,,9.1,11.4,80,,,
1993-12-29,5.3,8.2,65,,9.1,11.5,79,,,
1993-12-30,5.3,8.3,64,,9.1,11.7,78,,,
1993-12-31,5.4,8.3,65,,9.2,11.9,77,,,
1994-01-01,5.4,8.4,64,,9.2,12.1,76,,,
1994-01-02,5.5,8.5,65,,9.5,12.3,77,,,
1994-01-03,5.5,8.6,64,,9.5,12.6,75,,,
1994-01-04,5.5,8.7,63,,9.5,12.7,75,,,
1994-01-05,5.9,8.9,66,,9.8,13.0,75,,,
1994-01-06,6.9,9.1,76,,10.7,13.3,80,,,
1994-01-07,7.6,9.3,82,,11.3,13.5,84,,,
1994-01-08,7.6,9.5,80,,11.3,13.7,82,,,
1994-01-09,7.7,9.6,80,,11.3,13.8,82,,,
1994-01-10,8.0,9.8,82,,11.7,14.1,83,,,
1994-01-11,8.0,9.9,81,,11.7,14.4,81,,,
1994-01-12,8.0,10.0,80,,11.7,14.7,80,,,
1994-01-13,8.0,10.2,78,,11.8,14.8,80,,,
1994-01-14,8.2,10.4,79,,11.8,14.9,79,,,
1994-01-15,8.2,10.5,78,,11.8,15.0,79,,,
1994-01-16,8.2,10.7,77,,11.8,15.2,78,,,
1994-01-17,8.2,10.9,75,,11.8,15.4,77,,,
1994-01-18,8.2,11.0,75,,11.8,15.5,76,,,
1994-01-19,8.2,11.2,73,,11.8,15.7,75,,,
1994-01-20,8.2,11.2,73,,11.8,15.8,75,,,
1994-01-21,8.2,11.4,72,,11.8,16.0,74,,,
1994-01-22,8.2,11.6,71,,11.8,16.1,73,,,
1994-01-23,8.2,11.8,69,,11.9,16.3,73,,,
1994-01-24,8.3,12.1,69,,12.0,16.4,73,,,
1994-01-25,8.3,12.4,67,,12.1,16.6,73,,,
1994-01-26,8.3,12.7,65,,12.2,16.8,73,,,
1994-01-27,8.6,13.0,66,,12.4,17.0,73,,,
1994-01-28,8.6,13.3,65,,12.5,17.1,73,,,
1994-01-29,8.6,13.5,64,,12.5,17.3,72,,,
1994-01-30,8.6,13.5,64,,12.5,17.4,72,,,
1994-01-31,8.6,13.6,63,,12.5,17.6,71,,,
1994-02-01,8.6,13.6,63,,12.5,17.7,71,,,
1994-02-02,8.6,13.7,63,,12.5,17.8,70,,,
1994-02-03,8.7,13.7,64,,12.6,17.9,70,,,
1994-02-04,8.7,13.8,63,,12.6,18.1,70,,,
1994-02-05,8.7,13.9,63,,12.6,18.1,70,,,
1994-02-06,8.7,14.0,62,,12.6,18.2,69,,,
1994-02-07,8.9,14.2,63,,12.7,18.3,69,,,
1994-02-08,10.0,14.3,70,,14.1,18.4,77,,,
1994-02-09,10.8,14.4,75,,14.9,18.6,80,,,
1994-02-10,10.9,14.6,75,,15.0,18.8,80,,,
1994-02-11,12.0,14.7,82,,16.0,18.9,85,,,
1994-02-12,12.5,14.8,84,,16.4,19.1,86,,,
1994-02-13,12.5,14.9,84,,16.4,19.2,85,,,
1994-02-14,12.6,15.0,84,,16.5,19.4,85,,,
1994-02-15,12.6,15.2,83,,16.5,19.6,84,,,
1994-02-16,12.6,15.5,81,,16.5,19.8,83,,,
1994-02-17,12.6,15.7,80,,16.5,19.9,83,,,
1994-02-18,13.1,16.0,82,,17.3,20.1,86,,,
1994-02-19,13.2,16.2,81,,17.8,20.3,88,,,
1994-02-20,13.3,16.4,81,,18.0,20.5,88,,,
1994-02-21,14.0,16.6,84,,18.6,20.8,89,,,
1994-02-22,14.0,16.7,84,,18.8,20.9,90,,,
1994-02-23,14.3,16.8,85,,19.0,21.1,90,,,
1994-02-24,14.5,16.9,86,,19.1,21.2,90,,,
1994-02-25,15.0,17.1,88,,19.5,21.5,91,,,
1994-02-26,15.0,17.3,87,,19.6,21.6,91,,,
1994-02-27,15.1,17.4,87,,19.7,21.8,90,,,
1994-02-28,15.5,17.6,88,,20.0,21.9,91,,,
1994-03-01,15.5,17.8,87,,20.0,22.1,91,,,
1994-03-02,15.6,17.9,87,,20.0,22.3,90,,,
1994-03-03,15.7,18.0,87,,20.0,22.3,90,,,
1994-03-04,15.7,18.1,87,,20.0,22.5,89,,,
1994-03-05,15.7,18.2,86,,20.0,22.7,88,,,
1994-03-06,15.8,18.3,86,,20.1,22.9,88,,,
1994-03-07,15.9,18.5,86,,20.1,23.0,87,,,
1994-03-08,15.9,18.7,85,,20.1,23.1,87,,,
1994-03-09,15.9,18.8,85,,20.1,23.2,87,,,
1994-03-10,15.9,19.0,84,,20.1,23.4,86,,,
1994-03-11,15.9,19.1,83,,20.2,23.6,86,,,
1994-03-12,16.6,19.3,86,,20.8,23.7,88,,,
1994-03-13,16.6,19.5,85,,20.8,23.8,87,,,
1994-03-14,16.7,19.5,86,,20.8,23.9,87,,,
1994-03-15,16.7,19.6,85,,20.8,24.1,86,,,
1994-03-16,16.7,19.6,85,,20.8,24.2,86,,,
1994-03-17,16.7,19.6,85,,20.8,24.4,85,,,
1994-03-18,16.7,19.7,85,,20.8,24.6,85,,,
1994-03-19,16.8,19.8,85,,21.0,24.7,85,,,
1994-03-20,18.5,19.9,93,,22.7,24.9,91,,,
1994-03-21,18.5,20.0,93,,22.8,24.9,92,,,
1994-03-22,18.5,20.1,92,,22.9,25.1,91,,,
1994-03-23,19.4,20.3,96,,23.7,25.2,94,,,
1994-03-24,19.4,20.4,95,,23.7,25.4,93,,,
1994-03-25,19.5,20.6,95,,24.1,25.6,94,,,
1994-03-26,19.5,20.7,94,,24.1,25.7,94,,,
1994-03-27,19.5,20.9,93,,24.1,25.8,93,,,
1994-03-28,19.5,21.1,92,,24.1,26.0,93,,,
1994-03-29,19.5,21.3,92,,24.1,26.2,92,,,
1994-03-30,19.5,21.6,90,,24.1,26.4,91,,,
1994-03-31,19.5,21.8,89,,24.2,26.5,91,,,
1994-04-01,19.7,22.1,89,,24.3,26.6,91,,,
1994-04-02,20.0,22.4,89,,24.6,26.8,92,,,
1994-04-03,20.1,22.6,89,,24.6,27.0,91,,,
1994-04-04,20.5,22.8,90,,24.9,27.1,92,,,
1994-04-05,20.6,23.0,90,,25.1,27.3,92,,,
1994-04-06,20.7,23.3,89,,25.2,27.4,92,,,
1994-04-07,20.9,23.4,89,,25.3,27.5,92,,,
1994-04-08,21.4,23.5,91,,25.7,27.7,93,,,
1994-04-09,21.5,23.6,91,,25.8,27.8,93,,,
1994-04-10,22.4,23.6,95,,26.6,28.0,95,,,
1994-04-11,22.6,23.5,96,,26.8,28.1,95,,,
1994-04-12,22.4,23.5,95,,26.8,28.2,95,,,
1994-04-13,22.5,23.5,96,,26.9,28.3,95,,,
1994-04-14,22.4,23.4,96,,26.9,28.3,95,,,
1994-04-15,22.5,23.3,97,,27.0,28.5,95,,,
1994-04-16,22.6,23.1,98,,27.1,28.6,95,,,
1994-04-17,22.3,23.0,97,,27.1,28.7,94,,,
1994-04-18,21.8,22.7,96,,27.1,28.9,94,,,
1994-04-19,20.8,22.3,93,,27.1,29.1,93,,,
1994-04-20,20.0,22.0,91,,27.2,29.2,93,,,
1994-04-21,18.7,21.6,87,,27.2,29.3,93,,,
1994-04-22,17.4,21.3,82,,27.2,29.5,92,,,
1994-04-23,15.9,20.9,76,,27.2,29.6,92,,,
1994-04-24,15.3,20.6,74,,27.2,29.7,92,,,
1994-04-25,15.1,20.4,74,,27.3,29.8,92,,,
1994-04-26,15.1,20.2,75,,27.3,30.0,91,,,
1994-04-27,15.8,20.1,79,,28.0,30.1,93,,,
1994-04-28,15.9,20.0,80,,28.2,30.2,93,,,
1994-04-29,16.6,20.1,83,,28.9,30.4,95,,,
1994-04-30,16.7,20.2,83,,29.1,30.5,95,,,
1994-05-01,16.7,20.3,82,,29.2,30.6,95,,,
1994-05-02,16.9,20.3,83,,29.4,30.8,95,,,
1994-05-03,16.7,20.1,83,,29.4,30.9,95,,,
1994-05-04,16.8,19.8,85,,29.6,31.1,95,,,
1994-05-05,16.3,19.4,84,,29.6,31.3,95,,,
1994-05-06,15.3,18.8,81,,29.6,31.4,94,,,
1994-05-07,14.6,18.2,80,,29.6,31.5,94,,,
1994-05-08,13.7,17.4,79,,29.6,31.7,93,,,
1994-05-09,12.9,16.5,78,,29.6,31.8,93,,,
1994-05-10,12.1,15.6,78,,29.9,31.8,94,,,
1994-05-11,10.8,14.8,73,,29.9,31.9,94,,,
1994-05-12,10.8,14.2,76,,29.9,32.1,93,,,
1994-05-13,9.5,13.5,70,,30.3,32.2,94,,,
1994-05-14,7.7,12.9,60,,30.7,32.3,95,,,
1994-05-15,6.5,12.3,53,,30.8,32.4,95,,,
1994-05-16,3.7,11.8,31,,30.9,32.5,95,,,
1994-05-17,2.9,11.1,26,,31.0,32.5,95,,,
1994-05-18,2.3,10.4,22,,31.0,32.6,95,,,
1994-05-19,1.4,9.5,15,,31.0,32.6,95,,,
1994-05-20,0.9,8.2,11,,31.0,32.7,95,,,
1994-05-21,0.5,6.9,7,,31.0,32.7,95,,,
1994-05-22,0.0,5.7,0,,31.0,32.8,95,,,
1994-05-23,0.0,4.5,0,,31.0,32.9,94,,,
1994-05-24,0.0,3.3,0,,31.0,33.0,94,,,
1994-05-25,0.0,2.2,0,,31.0,33.1,94,,,
1994-05-26,0.0,1.4,0,,31.0,33.2,93,,,
1994-05-27,0.0,0.7,0,,31.1,33.4,93,,,
1994-05-28,0.0,0.3,0,,31.5,33.4,94,,,
1994-05-29,0.0,0.1,0,,31.6,33.4,95,,,
1994-05-30,0.0,0.0,,,31.6,33.5,94,,,
1994-05-31,0.0,0.0,,,31.6,33.6,94,,,
1994-06-01,0.0,0.0,,,32.2,33.7,96,,,
1994-06-02,0.0,0.0,,,32.2,33.8,95,,,
1994-06-03,0.0,0.0,,,32.2,33.9,95,,,
1994-06-04,0.0,0.0,,,32.2,34.0,95,,,
1994-06-05,0.0,0.0,,,32.2,34.1,94,,,
1994-06-06,0.0,0.0,,,32.2,34.2,94,,,
1994-06-07,0.0,0.0,,,32.2,34.3,94,,,
1994-06-08,0.0,0.0,,,32.2,34.4,94,,,
1994-06-09,0.0,0.0,,,32.2,34.5,93,,,
1994-06-10,0.0,0.0,,,32.2,34.7,93,,,
1994-06-11,0.0,0.0,,,32.3,34.8,93,,,
1994-06-12,0.0,0.0,,,32.3,34.9,93,,,
1994-06-13,0.0,0.0,,,32.3,35.0,92,,,
1994-06-14,0.0,0.0,,,32.3,35.1,92,,,
1994-06-15,0.0,0.0,,,32.3,35.1,92,,,
1994-06-16,0.0,0.0,,,32.3,35.2,92,,,
1994-06-17,0.0,0.0,,,32.3,35.2,92,,,
1994-06-18,0.0,0.0,,,32.3,35.3,92,,,
1994-06-19,0.0,0.0,,,32.3,35.4,91,,,
1994-06-20,0.0,0.0,,,32.3,35.4,91,,,
1994-06-21,0.0,0.0,,,32.3,35.4,91,,,
1994-06-22,0.0,0.0,,,32.3,35.5,91,,,
1994-06-23,0.0,0.0,,,32.3,35.5,91,,,
1994-06-24,0.0,0.0,,,32.3,35.6,91,,,
1994-06-25,0.0,0.0,,,32.3,35.6,91,,,
1994-06-26,0.0,0.0,,,32.3,35.6,91,,,
1994-06-27,0.0,0.0,,,32.3,35.6,91,,,
1994-06-28,0.0,0.0,,,32.3,35.6,91,,,
1994-06-29,0.0,0.0,,,32.3,35.6,91,,,
1994-06-30,0.0,0.0,,,32.3,35.7,90,,,
1994-07-01,0.0,0.0,,,32.3,35.7,90,,,
1994-07-02,0.0,0.0,,,32.3,35.7,90,,,
1994-07-03,0.0,0.0,,,32.3,35.7,90,,,
1994-07-04,0.0,0.0,,,32.3,35.8,90,,,
1994-07-05,0.0,0.0,,,32.3,35.8,90,,,
1994-07-06,0.0,0.0,,,32.3,35.8,90,,,
1994-07-07,0.0,0.0,,,32.3,35.8,90,,,
1994-07-08,0.0,0.0,,,32.3,35.8,90,,,
1994-07-09,0.0,0.0,,,32.3,35.9,90,,,
1994-07-10,0.0,0.0,,,32.3,35.9,90,,,
1994-07-11,0.0,0.0,,,32.3,35.9,90,,,
1994-07-12,0.0,0.0,,,32.3,36.0,90,,,
1994-07-13,0.0,0.0,,,32.3,36.0,90,,,
1994-07-14,0.0,0.0,,,32.3,36.0,90,,,
1994-07-15,0.0,0.0,,,32.3,36.1,89,,,
1994-07-16,0.0,0.0,,,32.3,36.1,89,,,
1994-07-17,0.0,0.0,,,32.3,36.2,89,,,
1994-07-18,0.0,0.0,,,32.3,36.3,89,,,
1994-07-19,0.0,0.0,,,32.3,36.3,89,,,
1994-07-20,0.0,0.0,,,32.3,36.3,89,,,
1994-07-21,0.0,0.0,,,32.3,36.4,89,,,
1994-07-22,0.0,0.0,,,32.3,36.4,89,,,
1994-07-23,0.0,0.0,,,32.5,36.5,89,,,
1994-07-24,0.0,0.0,,,32.5,36.6,89,,,
1994-07-25,0.0,0.0,,,32.5,36.6,89,,,
1994-07-26,0.0,0.0,,,32.5,36.7,89,,,
1994-07-27,0.0,0.0,,,32.5,36.8,88,,,
1994-07-28,0.0,0.0,,,32.5,36.8,88,,,
1994-07-29,0.0,0.0,,,32.6,36.8,89,,,
1994-07-30,0.0,0.0,,,32.6,36.9,88,,,
1994-07-31,0.0,0.0,,,32.6,36.9,88,,,
1994-08-01,0.0,0.0,,,32.6,36.9,88,,,
1994-08-02,0.0,0.0,,,32.6,37.0,88,,,
1994-08-03,0.0,0.0,,,32.6,37.1,88,,,
1994-08-04,0.0,0.0,,,32.6,37.1,88,,,
1994-08-05,0.0,0.0,,,32.6,37.2,88,,,
1994-08-06,0.0,0.0,,,32.6,37.3,87,,,
1994-08-07,0.0,0.0,,,32.6,37.3,87,,,
1994-08-08,0.0,0.0,,,32.6,37.3,87,,,
1994-08-09,0.0,0.0,,,32.6,37.4,87,,,
1994-08-10,0.0,0.0,,,32.9,37.4,88,,,
1994-08-11,0.0,0.0,,,33.5,37.5,89,,,
1994-08-12,0.0,0.0,,,33.7,37.6,90,,,
1994-08-13,0.0,0.0,,,33.8,37.6,90,,,
1994-08-14,0.0,0.0,,,34.7,37.7,92,,,
1994-08-15,0.0,0.0,,,34.7,37.7,92,,,
1994-08-16,0.0,0.0,,,34.8,37.8,92,,,
1994-08-17,0.0,0.0,,,34.8,37.9,92,,,
1994-08-18,0.0,0.0,,,34.9,37.9,92,,,
1994-08-19,0.0,0.0,,,34.9,37.9,92,,,
1994-08-20,0.0,0.0,,,34.9,38.0,92,,,
1994-08-21,0.0,0.0,,,35.4,38.1,93,,,
1994-08-22,0.0,0.0,,,35.5,38.2,93,,,
1994-08-23,0.0,0.0,,,35.5,38.3,93,,,
1994-08-24,0.0,0.0,,,35.5,38.4,92,,,
1994-08-25,0.0,0.0,,,35.5,38.4,92,,,
1994-08-26,0.0,0.0,,,35.5,38.5,92,,,
1994-08-27,0.0,0.0,,,35.5,38.5,92,,,
1994-08-28,0.0,0.0,,,35.5,38.5,92,,,
1994-08-29,0.0,0.0,,,35.5,38.6,92,,,
1994-08-30,0.0,0.0,,,35.7,38.6,92,,,
1994-08-31,0.0,0.0,,,35.7,38.7,92,,,
1994-09-01,0.0,0.0,,,35.7,38.8,92,,,
1994-09-02,0.0,0.0,,,35.7,38.9,92,,,
1994-09-03,0.0,0.0,,,35.7,38.9,92,,,
1994-09-04,0.0,0.0,,,35.7,39.0,92,,,
1994-09-05,0.0,0.0,,,35.7,39.1,91,,,
1994-09-06,0.0,0.0,,,35.7,39.1,91,,,
1994-09-07,0.0,0.0,,,35.8,39.2,91,,,
1994-09-08,0.0,0.0,,,35.9,39.3,91,,,
1994-09-09,0.0,0.0,,,35.9,39.3,91,,,
1994-09-10,0.0,0.0,,,35.9,39.4,91,,,
1994-09-11,0.0,0.0,,,36.0,39.5,91,,,
1994-09-12,0.0,0.0,,,36.0,39.5,91,,,
1994-09-13,0.0,0.0,,,36.0,39.5,91,,,
1994-09-14,0.0,0.0,,,36.0,39.6,91,,,
1994-09-15,0.0,0.0,,,36.2,39.7,91,,,
1994-09-16,0.0,0.0,,,36.2,39.8,91,,,
1994-09-17,0.0,0.0,,,36.3,39.9,91,,,
1994-09-18,0.0,0.0,,,36.3,40.0,91,,,
1994-09-19,0.0,0.0,,,36.3,40.1,91,,,
1994-09-20,0.0,0.0,,,36.3,40.2,90,,,
1994-09-21,0.0,0.0,,,36.3,40.2,90,,,
1994-09-22,0.0,0.0,,,36.3,40.3,90,,,
1994-09-23,0.0,0.0,,,36.3,40.4,90,,,
1994-09-24,0.0,0.0,,,36.3,40.5,90,,,
1994-09-25,0.0,0.0,,,36.3,40.5,90,,,
1994-09-26,0.0,0.0,,,36.3,40.6,89,,,
1994-09-27,0.0,0.0,,,36.3,40.6,89,,,
1994-09-28,0.0,0.0,,,36.3,40.6,89,,,
1994-09-29,0.0,0.0,,,36.3,40.6,89,,,
1994-09-30,0.0,0.0,,,37.2,40.8,91,,,
1994-10-01,0.0,0.0,,,0.0,0.0,,,,
1994-10-02,0.0,0.0,,,0.1,0.1,100,,,
1994-10-03,0.0,0.0,,,0.2,0.2,100,,,
1994-10-04,0.4,0.0,,,0.8,0.3,267,,,
1994-10-05,0.0,0.0,,,1.5,0.4,375,,,
1994-10-06,0.0,0.0,,,2.2,0.6,367,,,
1994-10-07,0.0,0.0,,,2.3,0.7,329,,,
1994-10-08,0.0,0.0,,,2.3,0.7,329,,,
1994-10-09,0.0,0.0,,,2.3,0.8,288,,,
1994-10-10,0.0,0.0,,,2.4,0.8,300,,,
1994-10-11,0.0,0.0,,,2.4,0.9,267,,,
1994-10-12,0.0,0.0,,,2.4,1.0,240,,,
1994-10-13,0.0,0.0,,,2.4,1.1,218,,,
1994-10-14,0.0,0.0,,,2.4,1.1,218,,,
1994-10-15,1.0,0.0,,,3.7,1.2,308,,,
1994-10-16,1.5,0.0,,,4.4,1.3,338,,,
1994-10-17,1.7,0.0,,,4.6,1.4,329,,,
1994-10-18,1.8,0.0,,,5.1,1.5,340,,,
1994-10-19,1.9,0.0,,,5.4,1.7,318,,,
1994-10-20,1.9,0.0,,,5.4,1.8,300,,,
1994-10-21,1.7,0.0,,,5.4,2.0,270,,,
1994-10-22,1.5,0.0,,,5.4,2.1,257,,,
1994-10-23,1.3,0.0,,,5.4,2.1,257,,,
1994-10-24,1.1,0.0,,,5.4,2.3,235,,,
1994-10-25,1.1,0.0,,,5.4,2.4,225,,,
1994-10-26,1.0,0.0,,,5.4,2.5,216,,,
1994-10-27,0.8,0.0,,,5.4,2.6,208,,,
1994-10-28,0.7,0.1,700,,5.4,2.7,200,,,
1994-10-29,0.0,0.2,0,,5.4,2.8,193,,,
1994-10-30,0.0,0.2,0,,5.4,2.9,186,,,
1994-10-31,0.0,0.4,0,,5.4,3.1,174,,,
1994-11-01,0.0,0.5,0,,5.4,3.3,164,,,
1994-11-02,0.0,0.6,0,,5.4,3.5,154,,,
1994-11-03,0.6,0.7,86,,5.9,3.7,159,,,
1994-11-04,0.8,0.8,100,,6.0,3.8,158,,,
1994-11-05,0.8,1.0,80,,6.0,3.9,154,,,
1994-11-06,1.3,1.1,118,,6.4,4.1,156,,,
1994-11-07,1.3,1.3,100,,6.4,4.2,152,,,
1994-11-08,1.4,1.4,100,,6.5,4.3,151,,,
1994-11-09,1.4,1.6,88,,6.5,4.5,144,,,
1994-11-10,1.4,1.7,82,,6.6,4.7,140,,,
1994-11-11,1.4,1.9,74,,6.6,4.8,138,,,
1994-11-12,1.4,2.0,70,,6.7,4.9,137,,,
1994-11-13,1.5,2.2,68,,7.3,5.0,146,,,
1994-11-14,1.5,2.3,65,,7.5,5.2,144,,,
1994-11-15,1.5,2.4,63,,7.6,5.4,141,,,
1994-11-16,1.5,2.5,60,,7.7,5.4,143,,,
1994-11-17,2.6,2.7,96,,9.0,5.5,164,,,
1994-11-18,3.0,2.8,107,,9.5,5.7,167,,,
1994-11-19,3.3,2.9,114,,9.9,5.9,168,,,
1994-11-20,3.3,3.0,110,,10.0,5.9,169,,,
1994-11-21,3.6,3.2,113,,10.3,6.1,169,,,
1994-11-22,3.6,3.3,109,,10.3,6.2,166,,,
1994-11-23,3.8,3.4,112,,10.4,6.4,163,,,
1994-11-24,3.8,3.5,109,,10.4,6.6,158,,,
1994-11-25,3.9,3.6,108,,10.5,6.7,157,,,
1994-11-26,3.9,3.7,105,,10.7,6.9,155,,,
1994-11-27,4.3,3.9,110,,11.1,7.1,156,,,
1994-11-28,4.7,4.0,118,,11.4,7.3,156,,,
1994-11-29,5.4,4.1,132,,11.8,7.4,159,,,
1994-11-30,5.5,4.3,128,,11.9,7.6,157,,,
1994-12-01,5.6,4.5,124,,11.9,7.6,157,,,
1994-12-02,5.6,4.6,122,,11.9,7.8,153,,,
1994-12-03,5.6,4.7,119,,11.9,7.9,151,,,
1994-12-04,5.6,4.8,117,,12.1,8.0,151,,,
1994-12-05,5.7,4.9,116,,12.4,8.2,151,,,
1994-12-06,5.7,5.0,114,,12.5,8.3,151,,,
1994-12-07,6.3,5.0,126,,13.1,8.5,154,,,
1994-12-08,6.5,5.1,127,,13.4,8.7,154,,,
1994-12-09,6.5,5.2,125,,13.4,8.9,151,,,
1994-12-10,6.6,5.2,127,,13.5,9.0,150,,,
1994-12-11,6.7,5.4,124,,13.6,9.1,149,,,
1994-12-12,6.7,5.6,120,,13.6,9.3,146,,,
1994-12-13,7.0,5.8,121,,13.9,9.4,148,,,
1994-12-14,7.6,6.0,127,,14.4,9.7,148,,,
1994-12-15,7.6,6.3,121,,14.5,9.8,148,,,
1994-12-16,7.6,6.5,117,,14.6,9.9,147,,,
1994-12-17,7.8,6.8,115,,14.7,10.0,147,,,
1994-12-18,7.9,7.0,113,,14.7,10.2,144,,,
1994-12-19,8.1,7.1,114,,14.8,10.2,145,,,
1994-12-20,8.1,7.3,111,,14.8,10.4,142,,,
